,title,artist,peakPos,lastPos,weeks,isNew,rank,date,year
988,Starting Over,Chris Stapleton,57,83,3,False,89,2020-09-26,2020
989,One Night Standards,Ashley McBryde,76,84,15,False,90,2020-09-26,2020
990,Lonely If You Are,Chase Rice,91,92,5,False,91,2020-09-26,2020
991,Dollaz On My Head,Gunna Featuring Young Thug,38,88,15,False,92,2020-09-26,2020
992,Ain't Always The Cowboy,Jon Pardi,89,89,3,False,93,2020-09-26,2020
993,Everywhere But On,Matt Stell,94,96,2,False,94,2020-09-26,2020
994,You Got It,VEDO,95,0,1,True,95,2020-09-26,2020
995,Lets Link,WhoHeem,86,86,3,False,96,2020-09-26,2020
996,3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,43,0,12,False,97,2020-09-26,2020
997,Dirty Stick,YoungBoy Never Broke Again,98,0,1,True,98,2020-09-26,2020
998,La Jeepeta,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,93,98,6,False,99,2020-09-26,2020
999,Got It On Me,Pop Smoke,31,0,10,False,100,2020-09-26,2020
1000,WAP,Cardi B Featuring Megan Thee Stallion,1,2,5,False,1,2020-09-19,2020
1001,Dynamite,BTS,1,1,3,False,2,2020-09-19,2020
1002,Laugh Now Cry Later,Drake Featuring Lil Durk,2,3,4,False,3,2020-09-19,2020
1003,Rockstar,DaBaby Featuring Roddy Ricch,1,4,21,False,4,2020-09-19,2020
1004,Blinding Lights,The Weeknd,1,5,41,False,5,2020-09-19,2020
1005,Mood,24kGoldn Featuring iann dior,6,8,5,False,6,2020-09-19,2020
1006,Watermelon Sugar,Harry Styles,1,6,25,False,7,2020-09-19,2020
1007,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2,7,31,False,8,2020-09-19,2020
1008,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,7,9,13,False,9,2020-09-19,2020
1009,Popstar,DJ Khaled Featuring Drake,3,24,8,False,10,2020-09-19,2020
1010,Before You Go,Lewis Capaldi,10,10,32,False,11,2020-09-19,2020
1011,I Hope,Gabby Barrett Featuring Charlie Puth,10,12,37,False,12,2020-09-19,2020
1012,Roses,SAINt JHN,4,11,25,False,13,2020-09-19,2020
1013,Go Crazy,Chris Brown & Young Thug,9,14,18,False,14,2020-09-19,2020
1014,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,6,17,10,False,15,2020-09-19,2020
1015,Circles,Post Malone,1,15,54,False,16,2020-09-19,2020
1016,Break My Heart,Dua Lipa,13,16,24,False,17,2020-09-19,2020
1017,Adore You,Harry Styles,6,18,40,False,18,2020-09-19,2020
1018,Come & Go,Juice WRLD x Marshmello,2,19,9,False,19,2020-09-19,2020
1019,Tap In,Saweetie,20,21,9,False,20,2020-09-19,2020
1020,Mood Swings,Pop Smoke Featuring Lil Tjay,17,20,10,False,21,2020-09-19,2020
1021,One Of Them Girls,Lee Brice,22,33,15,False,22,2020-09-19,2020
1022,Lovin' On You,Luke Combs,23,26,11,False,23,2020-09-19,2020
1023,Be Like That,Kane Brown With Swae Lee & Khalid,22,22,9,False,24,2020-09-19,2020
1024,Don't Start Now,Dua Lipa,2,23,45,False,25,2020-09-19,2020
1025,Got What I Got,Jason Aldean,26,31,15,False,26,2020-09-19,2020
1026,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,11,29,10,False,27,2020-09-19,2020
1027,The Bones,Maren Morris,12,28,51,False,28,2020-09-19,2020
1028,Hit Different,SZA Featuring Ty Dolla $ign,29,0,1,True,29,2020-09-19,2020
1029,If The World Was Ending,JP Saxe Featuring Julia Michaels,27,27,24,False,30,2020-09-19,2020
1030,Die From A Broken Heart,Maddie & Tae,22,25,22,False,31,2020-09-19,2020
1031,Savage,Megan Thee Stallion,1,30,26,False,32,2020-09-19,2020
1032,Life Is Good,Future Featuring Drake,2,39,35,False,33,2020-09-19,2020
1033,Midnight Sky,Miley Cyrus,14,37,4,False,34,2020-09-19,2020
1034,Rags2Riches,Rod Wave Featuring ATR Son Son,12,32,11,False,35,2020-09-19,2020
1035,Cool Again,Kane Brown,36,41,15,False,36,2020-09-19,2020
1036,Rain On Me,Lady Gaga & Ariana Grande,1,34,16,False,37,2020-09-19,2020
1037,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,38,54,4,False,38,2020-09-19,2020
1038,Death Bed,Powfu Featuring beabadoobee,23,36,26,False,39,2020-09-19,2020
1039,Say So,Doja Cat Featuring Nicki Minaj,1,46,36,False,40,2020-09-19,2020
1040,Blueberry Faygo,Lil Mosey,8,35,31,False,41,2020-09-19,2020
1041,Chasin' You,Morgan Wallen,16,47,33,False,42,2020-09-19,2020
1042,Wishing Well,Juice WRLD,5,40,9,False,43,2020-09-19,2020
1043,Nobody's Love,Maroon 5,41,48,7,False,44,2020-09-19,2020
1044,Girls In The Hood,Megan Thee Stallion,28,44,11,False,45,2020-09-19,2020
1045,Heather,Conan Gray,46,51,4,False,46,2020-09-19,2020
1046,We Paid,Lil Baby & 42 Dugg,10,50,19,False,47,2020-09-19,2020
1047,Intentions,Justin Bieber Featuring Quavo,5,49,31,False,48,2020-09-19,2020
1048,Ice Cream,BLACKPINK X Selena Gomez,13,13,2,False,49,2020-09-19,2020
1049,Like That,Doja Cat Featuring Gucci Mane,50,53,15,False,50,2020-09-19,2020
1050,Bang!,AJR,51,58,10,False,51,2020-09-19,2020
1051,Cardigan,Taylor Swift,1,45,7,False,52,2020-09-19,2020
1052,More Than My Hometown,Morgan Wallen,53,63,13,False,53,2020-09-19,2020
1053,I Should Probably Go To Bed,Dan + Shay,43,61,6,False,54,2020-09-19,2020
1054,Hawai,Maluma & The Weeknd,55,60,3,False,55,2020-09-19,2020
1055,One Margarita,Luke Bryan,19,43,19,False,56,2020-09-19,2020
1056,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,57,72,14,False,57,2020-09-19,2020
1057,The Bigger Picture,Lil Baby,3,52,13,False,58,2020-09-19,2020
1058,ily,surf mesa Featuring Emilee,59,70,16,False,59,2020-09-19,2020
1059,Breaking Me,Topic & A7S,60,71,7,False,60,2020-09-19,2020
1060,Party Girl,StaySolidRocky,21,55,20,False,61,2020-09-19,2020
1061,The Voice,Lil Durk,62,0,1,True,62,2020-09-19,2020
1062,Do It,Chloe X Halle,63,0,4,False,63,2020-09-19,2020
1063,Relacion,"Sech, Daddy Yankee & J Balvin Featuring ROSALIA & Farruko",64,0,1,True,64,2020-09-19,2020
1064,Wolves,Big Sean Featuring Post Malone,65,0,1,True,65,2020-09-19,2020
1065,Kings & Queens,Ava Max,66,75,5,False,66,2020-09-19,2020
1066,Greece,DJ Khaled Featuring Drake,8,65,8,False,67,2020-09-19,2020
1067,My Ex's Best Friend,Machine Gun Kelly X blackbear,68,68,4,False,68,2020-09-19,2020
1068,Lithuania,Big Sean Featuring Travis Scott,69,0,1,True,69,2020-09-19,2020
1069,Some Girls,Jameson Rodgers,70,74,5,False,70,2020-09-19,2020
1070,Said Sum,Moneybagg Yo,44,64,10,False,71,2020-09-19,2020
1071,7 Summers,Morgan Wallen,6,56,4,False,72,2020-09-19,2020
1072,24,Money Man Featuring Lil Baby,63,67,4,False,73,2020-09-19,2020
1073,Smile,Juice WRLD & The Weeknd,8,59,5,False,74,2020-09-19,2020
1074,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",63,69,7,False,75,2020-09-19,2020
1075,Caramelo,Ozuna x Karol G x Myke Towers,76,84,4,False,76,2020-09-19,2020
1076,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,56,81,7,False,77,2020-09-19,2020
1077,Over Now,Calvin Harris X The Weeknd,38,38,2,False,78,2020-09-19,2020
1078,Pretty Heart,Parker McCollum,75,80,9,False,79,2020-09-19,2020
1079,I Called Mama,Tim McGraw,61,82,6,False,80,2020-09-19,2020
1080,Martin & Gina,Polo G,61,85,6,False,81,2020-09-19,2020
1081,Deep Reverence,Big Sean Featuring Nipsey Hussle,82,0,1,True,82,2020-09-19,2020
1082,Starting Over,Chris Stapleton,57,57,2,False,83,2020-09-19,2020
1083,One Night Standards,Ashley McBryde,76,77,14,False,84,2020-09-19,2020
1084,You Broke Me First.,Tate McRae,85,87,3,False,85,2020-09-19,2020
1085,Lets Link,WhoHeem,86,90,2,False,86,2020-09-19,2020
1086,Kacey Talk,YoungBoy Never Broke Again,58,73,4,False,87,2020-09-19,2020
1087,Dollaz On My Head,Gunna Featuring Young Thug,38,86,14,False,88,2020-09-19,2020
1088,Ain't Always The Cowboy,Jon Pardi,89,99,2,False,89,2020-09-19,2020
1089,My Future,Billie Eilish,6,78,6,False,90,2020-09-19,2020
1090,Love You Like I Used To,Russell Dickerson,91,0,1,True,91,2020-09-19,2020
1091,Lonely If You Are,Chase Rice,92,93,4,False,92,2020-09-19,2020
1092,Why We Drink,Justin Moore,50,76,15,False,93,2020-09-19,2020
1093,After Party,Don Toliver,57,89,20,False,94,2020-09-19,2020
1094,Body Language,Big Sean Featuring Ty Dolla $ign & Jhene Aiko,95,0,1,True,95,2020-09-19,2020
1095,Everywhere But On,Matt Stell,96,0,1,True,96,2020-09-19,2020
1096,Why Would I Stop?,Big Sean,97,0,1,True,97,2020-09-19,2020
1097,La Jeepeta,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,93,95,5,False,98,2020-09-19,2020
1098,Need It,Migos Featuring YoungBoy Never Broke Again,62,88,15,False,99,2020-09-19,2020
1099,Stuck With U,Ariana Grande & Justin Bieber,1,91,18,False,100,2020-09-19,2020
1100,Dynamite,BTS,1,1,2,False,1,2020-09-12,2020
1101,WAP,Cardi B Featuring Megan Thee Stallion,1,2,4,False,2,2020-09-12,2020
1102,Laugh Now Cry Later,Drake Featuring Lil Durk,2,3,3,False,3,2020-09-12,2020
1103,Rockstar,DaBaby Featuring Roddy Ricch,1,4,20,False,4,2020-09-12,2020
1104,Blinding Lights,The Weeknd,1,5,40,False,5,2020-09-12,2020
1105,Watermelon Sugar,Harry Styles,1,7,24,False,6,2020-09-12,2020
1106,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2,6,30,False,7,2020-09-12,2020
1107,Mood,24kGoldn Featuring iann dior,8,12,4,False,8,2020-09-12,2020
1108,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,7,9,12,False,9,2020-09-12,2020
1109,Before You Go,Lewis Capaldi,10,10,31,False,10,2020-09-12,2020
1110,Roses,SAINt JHN,4,8,24,False,11,2020-09-12,2020
1111,I Hope,Gabby Barrett Featuring Charlie Puth,10,11,36,False,12,2020-09-12,2020
1112,Ice Cream,BLACKPINK X Selena Gomez,13,0,1,True,13,2020-09-12,2020
1113,Go Crazy,Chris Brown & Young Thug,9,13,17,False,14,2020-09-12,2020
1114,Circles,Post Malone,1,16,53,False,15,2020-09-12,2020
1115,Break My Heart,Dua Lipa,13,14,23,False,16,2020-09-12,2020
1116,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,6,15,9,False,17,2020-09-12,2020
1117,Adore You,Harry Styles,6,17,39,False,18,2020-09-12,2020
1118,Come & Go,Juice WRLD x Marshmello,2,19,8,False,19,2020-09-12,2020
1119,Mood Swings,Pop Smoke Featuring Lil Tjay,17,18,9,False,20,2020-09-12,2020
1120,Tap In,Saweetie,21,31,8,False,21,2020-09-12,2020
1121,Be Like That,Kane Brown With Swae Lee & Khalid,22,26,8,False,22,2020-09-12,2020
1122,Don't Start Now,Dua Lipa,2,27,44,False,23,2020-09-12,2020
1123,Popstar,DJ Khaled Featuring Drake,3,21,7,False,24,2020-09-12,2020
1124,Die From A Broken Heart,Maddie & Tae,22,22,21,False,25,2020-09-12,2020
1125,Lovin' On You,Luke Combs,26,30,10,False,26,2020-09-12,2020
1126,If The World Was Ending,JP Saxe Featuring Julia Michaels,27,34,23,False,27,2020-09-12,2020
1127,The Bones,Maren Morris,12,25,50,False,28,2020-09-12,2020
1128,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,11,23,9,False,29,2020-09-12,2020
1129,Savage,Megan Thee Stallion,1,20,25,False,30,2020-09-12,2020
1130,Got What I Got,Jason Aldean,31,33,14,False,31,2020-09-12,2020
1131,Rags2Riches,Rod Wave Featuring ATR Son Son,12,28,10,False,32,2020-09-12,2020
1132,One Of Them Girls,Lee Brice,33,46,14,False,33,2020-09-12,2020
1133,Rain On Me,Lady Gaga & Ariana Grande,1,55,15,False,34,2020-09-12,2020
1134,Blueberry Faygo,Lil Mosey,8,29,30,False,35,2020-09-12,2020
1135,Death Bed,Powfu Featuring beabadoobee,23,24,25,False,36,2020-09-12,2020
1136,Midnight Sky,Miley Cyrus,14,41,3,False,37,2020-09-12,2020
1137,Over Now,Calvin Harris X The Weeknd,38,0,1,True,38,2020-09-12,2020
1138,Life Is Good,Future Featuring Drake,2,35,34,False,39,2020-09-12,2020
1139,Wishing Well,Juice WRLD,5,32,8,False,40,2020-09-12,2020
1140,Cool Again,Kane Brown,39,39,14,False,41,2020-09-12,2020
1141,Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",42,51,22,False,42,2020-09-12,2020
1142,One Margarita,Luke Bryan,19,37,18,False,43,2020-09-12,2020
1143,Girls In The Hood,Megan Thee Stallion,28,45,10,False,44,2020-09-12,2020
1144,Cardigan,Taylor Swift,1,36,6,False,45,2020-09-12,2020
1145,Say So,Doja Cat Featuring Nicki Minaj,1,47,35,False,46,2020-09-12,2020
1146,Chasin' You,Morgan Wallen,16,43,32,False,47,2020-09-12,2020
1147,Nobody's Love,Maroon 5,41,49,6,False,48,2020-09-12,2020
1148,Intentions,Justin Bieber Featuring Quavo,5,42,30,False,49,2020-09-12,2020
1149,We Paid,Lil Baby & 42 Dugg,10,44,18,False,50,2020-09-12,2020
1150,Heather,Conan Gray,50,50,3,False,51,2020-09-12,2020
1151,The Bigger Picture,Lil Baby,3,54,12,False,52,2020-09-12,2020
1152,Like That,Doja Cat Featuring Gucci Mane,51,56,14,False,53,2020-09-12,2020
1153,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,54,66,3,False,54,2020-09-12,2020
1154,Party Girl,StaySolidRocky,21,53,19,False,55,2020-09-12,2020
1155,7 Summers,Morgan Wallen,6,38,3,False,56,2020-09-12,2020
1156,Starting Over,Chris Stapleton,57,0,1,True,57,2020-09-12,2020
1157,Bang!,AJR,58,64,9,False,58,2020-09-12,2020
1158,Smile,Juice WRLD & The Weeknd,8,52,4,False,59,2020-09-12,2020
1159,Hawai,Maluma & The Weeknd,60,79,2,False,60,2020-09-12,2020
1160,I Should Probably Go To Bed,Dan + Shay,43,59,5,False,61,2020-09-12,2020
1161,I Love My Country,Florida Georgia Line,40,40,20,False,62,2020-09-12,2020
1162,More Than My Hometown,Morgan Wallen,61,67,12,False,63,2020-09-12,2020
1163,Said Sum,Moneybagg Yo,44,58,9,False,64,2020-09-12,2020
1164,Greece,DJ Khaled Featuring Drake,8,62,7,False,65,2020-09-12,2020
1165,God Whispered Your Name,Keith Urban,60,68,20,False,66,2020-09-12,2020
1166,24,Money Man Featuring Lil Baby,63,63,3,False,67,2020-09-12,2020
1167,My Ex's Best Friend,Machine Gun Kelly X blackbear,68,86,3,False,68,2020-09-12,2020
1168,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",63,70,6,False,69,2020-09-12,2020
1169,ily,surf mesa Featuring Emilee,70,82,15,False,70,2020-09-12,2020
1170,Breaking Me,Topic & A7S,71,71,6,False,71,2020-09-12,2020
1171,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,72,72,13,False,72,2020-09-12,2020
1172,Kacey Talk,YoungBoy Never Broke Again,58,65,3,False,73,2020-09-12,2020
1173,Some Girls,Jameson Rodgers,74,78,4,False,74,2020-09-12,2020
1174,Kings & Queens,Ava Max,73,73,4,False,75,2020-09-12,2020
1175,Why We Drink,Justin Moore,50,60,14,False,76,2020-09-12,2020
1176,One Night Standards,Ashley McBryde,76,80,13,False,77,2020-09-12,2020
1177,My Future,Billie Eilish,6,57,5,False,78,2020-09-12,2020
1178,Blastoff,Internet Money Featuring Juice WRLD & Trippie Redd,79,0,1,True,79,2020-09-12,2020
1179,Pretty Heart,Parker McCollum,75,75,8,False,80,2020-09-12,2020
1180,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,56,77,6,False,81,2020-09-12,2020
1181,I Called Mama,Tim McGraw,61,61,5,False,82,2020-09-12,2020
1182,Expensive,Ty Dolla $ign Featuring Nicki Minaj,83,0,1,True,83,2020-09-12,2020
1183,Caramelo,Ozuna x Karol G x Myke Towers,81,81,3,False,84,2020-09-12,2020
1184,Martin & Gina,Polo G,61,83,5,False,85,2020-09-12,2020
1185,Dollaz On My Head,Gunna Featuring Young Thug,38,84,13,False,86,2020-09-12,2020
1186,You Broke Me First.,Tate McRae,87,95,2,False,87,2020-09-12,2020
1187,Need It,Migos Featuring YoungBoy Never Broke Again,62,69,14,False,88,2020-09-12,2020
1188,After Party,Don Toliver,57,88,19,False,89,2020-09-12,2020
1189,Lets Link,WhoHeem,90,0,1,True,90,2020-09-12,2020
1190,Stuck With U,Ariana Grande & Justin Bieber,1,89,17,False,91,2020-09-12,2020
1191,The 1,Taylor Swift,4,85,6,False,92,2020-09-12,2020
1192,Lonely If You Are,Chase Rice,93,94,3,False,93,2020-09-12,2020
1193,Done,Chris Janson,41,76,12,False,94,2020-09-12,2020
1194,La Jeepeta,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,93,93,4,False,95,2020-09-12,2020
1195,3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,43,92,11,False,96,2020-09-12,2020
1196,All In,YoungBoy Never Broke Again,90,90,2,False,97,2020-09-12,2020
1197,Got It On Me,Pop Smoke,31,91,9,False,98,2020-09-12,2020
1198,Ain't Always The Cowboy,Jon Pardi,99,0,1,True,99,2020-09-12,2020
1199,Girl Of My Dreams,Rod Wave,65,87,16,False,100,2020-09-12,2020
1200,Dynamite,BTS,1,0,1,True,1,2020-09-05,2020
1201,WAP,Cardi B Featuring Megan Thee Stallion,1,1,3,False,2,2020-09-05,2020
1202,Laugh Now Cry Later,Drake Featuring Lil Durk,2,2,2,False,3,2020-09-05,2020
1203,Rockstar,DaBaby Featuring Roddy Ricch,1,3,19,False,4,2020-09-05,2020
1204,Blinding Lights,The Weeknd,1,4,39,False,5,2020-09-05,2020
1205,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2,5,29,False,6,2020-09-05,2020
1206,Watermelon Sugar,Harry Styles,1,7,23,False,7,2020-09-05,2020
1207,Roses,SAINt JHN,4,8,23,False,8,2020-09-05,2020
1208,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,7,9,11,False,9,2020-09-05,2020
1209,Before You Go,Lewis Capaldi,10,12,30,False,10,2020-09-05,2020
1210,I Hope,Gabby Barrett Featuring Charlie Puth,10,10,35,False,11,2020-09-05,2020
1211,Mood,24kGoldn Featuring iann dior,12,26,3,False,12,2020-09-05,2020
1212,Go Crazy,Chris Brown & Young Thug,9,11,16,False,13,2020-09-05,2020
1213,Break My Heart,Dua Lipa,13,13,22,False,14,2020-09-05,2020
1214,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,6,17,8,False,15,2020-09-05,2020
1215,Circles,Post Malone,1,16,52,False,16,2020-09-05,2020
1216,Adore You,Harry Styles,6,15,38,False,17,2020-09-05,2020
1217,Mood Swings,Pop Smoke Featuring Lil Tjay,17,19,8,False,18,2020-09-05,2020
1218,Come & Go,Juice WRLD x Marshmello,2,18,7,False,19,2020-09-05,2020
1219,Savage,Megan Thee Stallion,1,20,24,False,20,2020-09-05,2020
1220,Popstar,DJ Khaled Featuring Drake,3,21,6,False,21,2020-09-05,2020
1221,Die From A Broken Heart,Maddie & Tae,22,25,20,False,22,2020-09-05,2020
1222,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,11,28,8,False,23,2020-09-05,2020
1223,Death Bed,Powfu Featuring beabadoobee,23,23,24,False,24,2020-09-05,2020
1224,The Bones,Maren Morris,12,29,49,False,25,2020-09-05,2020
1225,Be Like That,Kane Brown With Swae Lee & Khalid,26,34,7,False,26,2020-09-05,2020
1226,Don't Start Now,Dua Lipa,2,27,43,False,27,2020-09-05,2020
1227,Rags2Riches,Rod Wave Featuring ATR Son Son,12,22,9,False,28,2020-09-05,2020
1228,Blueberry Faygo,Lil Mosey,8,24,29,False,29,2020-09-05,2020
1229,Lovin' On You,Luke Combs,30,53,9,False,30,2020-09-05,2020
1230,Tap In,Saweetie,31,41,7,False,31,2020-09-05,2020
1231,Wishing Well,Juice WRLD,5,32,7,False,32,2020-09-05,2020
1232,Got What I Got,Jason Aldean,33,46,13,False,33,2020-09-05,2020
1233,If The World Was Ending,JP Saxe Featuring Julia Michaels,34,48,22,False,34,2020-09-05,2020
1234,Life Is Good,Future Featuring Drake,2,31,33,False,35,2020-09-05,2020
1235,Cardigan,Taylor Swift,1,33,5,False,36,2020-09-05,2020
1236,One Margarita,Luke Bryan,19,30,17,False,37,2020-09-05,2020
1237,7 Summers,Morgan Wallen,6,6,2,False,38,2020-09-05,2020
1238,Cool Again,Kane Brown,39,39,13,False,39,2020-09-05,2020
1239,I Love My Country,Florida Georgia Line,40,55,19,False,40,2020-09-05,2020
1240,Midnight Sky,Miley Cyrus,14,14,2,False,41,2020-09-05,2020
1241,Intentions,Justin Bieber Featuring Quavo,5,37,29,False,42,2020-09-05,2020
1242,Chasin' You,Morgan Wallen,16,36,31,False,43,2020-09-05,2020
1243,We Paid,Lil Baby & 42 Dugg,10,38,17,False,44,2020-09-05,2020
1244,Girls In The Hood,Megan Thee Stallion,28,42,9,False,45,2020-09-05,2020
1245,One Of Them Girls,Lee Brice,46,52,13,False,46,2020-09-05,2020
1246,Say So,Doja Cat Featuring Nicki Minaj,1,43,34,False,47,2020-09-05,2020
1247,The Box,Roddy Ricch,1,47,38,False,48,2020-09-05,2020
1248,Nobody's Love,Maroon 5,41,49,5,False,49,2020-09-05,2020
1249,Heather,Conan Gray,50,61,2,False,50,2020-09-05,2020
1250,Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",51,57,21,False,51,2020-09-05,2020
1251,Smile,Juice WRLD & The Weeknd,8,35,3,False,52,2020-09-05,2020
1252,Party Girl,StaySolidRocky,21,40,18,False,53,2020-09-05,2020
1253,The Bigger Picture,Lil Baby,3,51,11,False,54,2020-09-05,2020
1254,Rain On Me,Lady Gaga & Ariana Grande,1,44,14,False,55,2020-09-05,2020
1255,Like That,Doja Cat Featuring Gucci Mane,51,56,13,False,56,2020-09-05,2020
1256,My Future,Billie Eilish,6,54,4,False,57,2020-09-05,2020
1257,Said Sum,Moneybagg Yo,44,59,8,False,58,2020-09-05,2020
1258,I Should Probably Go To Bed,Dan + Shay,43,65,4,False,59,2020-09-05,2020
1259,Why We Drink,Justin Moore,50,50,13,False,60,2020-09-05,2020
1260,I Called Mama,Tim McGraw,61,78,4,False,61,2020-09-05,2020
1261,Greece,DJ Khaled Featuring Drake,8,60,6,False,62,2020-09-05,2020
1262,24,Money Man Featuring Lil Baby,63,71,2,False,63,2020-09-05,2020
1263,Bang!,AJR,64,69,8,False,64,2020-09-05,2020
1264,Kacey Talk,YoungBoy Never Broke Again,58,58,2,False,65,2020-09-05,2020
1265,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,66,66,2,False,66,2020-09-05,2020
1266,More Than My Hometown,Morgan Wallen,61,62,11,False,67,2020-09-05,2020
1267,God Whispered Your Name,Keith Urban,60,70,19,False,68,2020-09-05,2020
1268,Need It,Migos Featuring YoungBoy Never Broke Again,62,0,13,False,69,2020-09-05,2020
1269,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",63,68,5,False,70,2020-09-05,2020
1270,Breaking Me,Topic & A7S,71,73,5,False,71,2020-09-05,2020
1271,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,72,74,12,False,72,2020-09-05,2020
1272,Kings & Queens,Ava Max,73,76,3,False,73,2020-09-05,2020
1273,The Plan,Travis Scott,74,0,1,True,74,2020-09-05,2020
1274,Pretty Heart,Parker McCollum,75,77,7,False,75,2020-09-05,2020
1275,Done,Chris Janson,41,63,11,False,76,2020-09-05,2020
1276,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,56,84,5,False,77,2020-09-05,2020
1277,Some Girls,Jameson Rodgers,78,86,3,False,78,2020-09-05,2020
1278,Hawai,Maluma & The Weeknd,79,0,1,True,79,2020-09-05,2020
1279,One Night Standards,Ashley McBryde,76,80,12,False,80,2020-09-05,2020
1280,Caramelo,Ozuna x Karol G x Myke Towers,81,92,2,False,81,2020-09-05,2020
1281,ily,surf mesa Featuring Emilee,72,81,14,False,82,2020-09-05,2020
1282,Martin & Gina,Polo G,61,83,4,False,83,2020-09-05,2020
1283,Dollaz On My Head,Gunna Featuring Young Thug,38,79,12,False,84,2020-09-05,2020
1284,The 1,Taylor Swift,4,67,5,False,85,2020-09-05,2020
1285,My Ex's Best Friend,Machine Gun Kelly X blackbear,82,0,2,False,86,2020-09-05,2020
