,desc_keywords
968,"{'song': 4, 'single': 2, 'kygo': 2, 'follow': 2, 'onerepublic': 2, 'collaboration': 2, 'second': 2, 'love': 2, 'lose': 1, 'fourth': 1, 'kygos': 1, 'album': 1, 'golden': 1, 'hour': 1, 'tease': 1, 'start': 1, 'instagram': 1, '12th': 1, 'reveal': 1, 'mark': 1, 'stranger': 1, 'things': 1, 'project': 1, 'kid': 1, 'vocalist': 1, 'ryan': 1, 'tedder': 1, 'sing': 1, 'pain': 1, 'loss': 1, 'find': 1, 'person': 1}"
969,{}
970,"{'doja': 4, 'artist': 4, 'gucci': 2, 'mane': 2, 'song': 2, 'track': 2, 'feature': 2, 'nicki': 2, 'minaj': 2, 'video': 2, 'collaboration': 1, 'cat': 1, 'atlanta': 1, 'rapper': 1, 'speak': 1, 'want': 1, 'partner': 1, 'act': 1, 'anticipate': 1, 'reveal': 1, 'list': 1, 'project': 1, 'fact': 1, 'blur': 1, 'fan': 1, 'speculate': 1, 'guess': 1, 'kanye': 1, 'west': 1, 'popular': 1, 'sharing': 1, 'app': 1, 'tiktok': 1, 'amass': 1, 'success': 1, 'remix': 1, 'label': 1, 'rca': 1, 'push': 1, 'follow': 1, 'single': 1, 'summer': 1}"
971,{}
972,"{'grow': 4, 'year': 4, 'drug': 3, 'arrest': 3, 'gun': 3, 'america': 2, 'law': 2, 'enforcement': 2, 'release': 2, 'murder': 2, 'police': 2, 'follow': 2, 'prison': 2, 'meek': 2, 'ruthless': 2, 'neighborhood': 2, 'strike': 2, 'force': 2, 'charge': 2, 'probation': 2, 'otherside': 1, 'reflect': 1, 'experience': 1, 'continuous': 1, 'violence': 1, 'african': 1, 'americans': 1, 'song': 1, 'george': 1, 'floyd': 1, 'cause': 1, 'chain': 1, 'protest': 1, 'united': 1, 'states': 1, 'country': 1, 'cnn': 1, 'interview': 1, 'mill': 1, 'speak': 1, 'criminal': 1, 'justice': 1, 'reform': 1, 'protect': 1, 'people': 1, 'sell': 1, 'step': 1, 'environment': 1, 'old': 1, 'narcotic': 1, 'guy': 1, 'find': 1, 'liar': 1, 'lie': 1, 'stand': 1, 'point': 1, 'shot': 1, 'fire': 1, 'struggle': 1, 'multiple': 1, 'time': 1, 'rapper': 1, 'lead': 1, 'imprison': 1, 'relate': 1, 'face': 1, 'violation': 1}"
973,"{'song': 5, 'deep': 2, 'end': 2, 'freestyle': 2, 'sleepy': 2, 'hallow': 2, 'sample': 2, 'single': 1, 'release': 1, 'jamaican': 1, 'rapper': 1, 'produce': 1, 'great': 1, 'john': 1, 'fousheés': 1, 'vocal': 1, 'splice': 1, 'pack': 1, 'kind': 1, 'ear': 1, 'billboard': 1, 'peak': 1, 'major': 1, 'contributor': 1, 'success': 1, 'heavy': 1, 'use': 1, 'tiktok': 1, 'different': 1, 'tiktoks': 1}"
974,"{'song': 2, 'mamacita': 1, 'second': 1, 'single': 1, 'black': 1, 'eyed': 1, 'peas': 1, '8th': 1, 'album': 1, 'translation': 1, 'interpolate': 1, 'la': 1, 'isla': 1, 'bonita': 1, 'madonna': 1, 'j.': 1, 'rey': 1, 'soul': 1, 'credit': 1, 'lead': 1, 'artist': 1}"
975,{}
976,"{'song': 3, 'hope': 2, 'healing': 2, 'discuss': 2, 'hard': 1, 'day': 1, 'single': 1, 'release': 1, 'june': 1, 'middle': 1, 'covid-19': 1, 'pandemic': 1, 'intend': 1, 'send': 1, 'message': 1, 'listener': 1, 'talk': 1, 'optomistic': 1, 'good': 1, 'bad': 1, 'people': 1, 'come': 1, 'strong': 1, 'resilient': 1, 'tough': 1, 'time': 1, 'gilbert': 1, 'twitter': 1, 'world': 1, 'use': 1, 'little': 1, 'bit': 1, 'right': 1}"
977,"{'country': 2, 'music': 2, 'video': 2, 'rare': 1, 'single': 1, 'address': 1, 'complexity': 1, 'race': 1, 'united': 1, 'states': 1, 'song': 1, 'theme': 1, 'overcome': 1, 'racism': 1, 'win': 1, 'year': 1, 'american': 1, 'awards': 1}"
978,"{'trollz': 2, 'release': 2, 'second': 1, 'single': 1, 'rapper': 1, 'prison': 1, 'finish': 1, 'sentence': 1, 'home': 1, 'confinement': 1, 'track': 1, 'mention': 1, 'instagram': 1, 'claim': 1, 'day': 1, 'post': 1, 'like': 1, 'comment': 1, 'song': 1, 'title': 1, 'turn': 1, 'suggestion': 1, 'decide': 1, 'push': 1, 'june': 1, 'support': 1, 'black': 1, 'community': 1, 'protest': 1, 'break': 1, 'killing': 1, 'george': 1, 'floyd': 1, 'state': 1, 'respect': 1, 'shape': 1, 'catchy': 1, 'pace': 1, 'trap': 1, 'beat': 1, 'feature': 1, 'soft': 1, 'vocal': 1, 'chorus': 1, 'quintessential': 1, 'minaj': 1, 'formula': 1, 'verse': 1, 'pack': 1, 'wordplay': 1, 'sing': 1, 'section': 1}"
979,"{'protest': 3, 'baby': 3, 'lead': 2, 'crowd': 2, 'big': 1, 'picture': 1, 'song': 1, 'lil': 1, 'feature': 1, 'rapper': 1, 'comment': 1, 'police': 1, 'brutality': 1, 'systemic': 1, 'racism': 1, 'america': 1, 'wake': 1, 'murder': 1, 'george': 1, 'floyd': 1, 'track': 1, 'come': 1, 'day': 1, 'street': 1, 'atlanta': 1, 'june': 1, 'force': 1, 'bicycle': 1, 'depict': 1, 'single': 1, 'cover': 1, 'art': 1, 'hand': 1, 'protestor': 1, 'supply': 1, 'money': 1, 'speak': 1, 'reach': 1, 'marchs': 1, 'destination': 1, 'georgias': 1, 'state': 1, 'capitol': 1, 'building': 1}"
980,"{'pop': 3, 'track': 3, 'rain': 2, 'single': 2, 'smokes': 2, 'album': 2, 'rowdy': 2, 'rebel': 2, 'june': 2, 'release': 2, 'song': 2, 'lead': 1, 'posthumous': 1, 'debut': 1, 'studio': 1, 'shoot': 1, 'stars': 1, 'aim': 1, 'moon': 1, 'smoke': 1, 'rap': 1, 'bullet': 1, 'enemy': 1, 'announce': 1, 'post': 1, 'manager': 1, 'steven': 1, 'victor': 1, 'explain': 1, 'plan': 1, 'delay': 1, 'occur': 1, 'respect': 1, 'worldwide': 1, 'protest': 1, 'unrest': 1, 'happen': 1, 'time': 1, 'murder': 1, 'george': 1, 'floyd': 1, 'black': 1, 'people': 1, 'hand': 1, 'police': 1, 'initial': 1, 'announcement': 1, 'reveal': 1, 'secret': 1, 'feature': 1, 'turn': 1, 'iconic': 1, 'member': 1, 'gs9': 1, 'incarcerate': 1, 'verse': 1, 'record': 1, 'telephone': 1}"
981,"{'leak': 5, 'laroi': 3, 'juice': 2, 'track': 2, 'version': 2, 'verse': 2, 'original': 2, 'guy': 2, 'kid': 1, 'team': 1, 'late': 1, 'mentor': 1, 'labelmate': 1, 'wrld': 1, 'artist': 1, 'talk': 1, 'personal': 1, 'struggle': 1, 'girl': 1, 'drug': 1, 'touch': 1, 'fast': 1, 'paced': 1, 'life': 1, 'youtube': 1, 'april': 1, 'confirm': 1, 'comment': 1, 'section': 1, 'instagram': 1, 'post': 1, 'release': 1, 'music': 1, 'video': 1, 'feature': 1, 'different': 1, 'explain': 1, 'reason': 1, 'change': 1, 'livestream': 1, 'caffeine': 1, 'june': 1, '12th': 1, 'want': 1, 'way': 1, 'cause': 1, 'pass': 1, 'feel': 1, 'bad': 1, 's': 1, 'know': 1, 'think': 1}"
982,"{'shotta': 2, 'flow': 2, 'fifth': 1, 'series': 1, 'stem': 1, 'choppas': 1, 'breakout': 1, 'original': 1, 'track': 1, 'theme': 1, 'previous': 1, 'instalment': 1, 'song': 1, 'find': 1, 'choppa': 1, 'deliver': 1, 'menacing': 1, 'rap': 1, 'hard': 1, 'hit': 1, 'beat': 1, 'release': 1, '4th': 1, 'leak': 1}"
983,"{'cole': 4, 'verse': 3, 'song': 2, 'perceive': 2, 'state': 2, 'date': 2, 'day': 2, 'snow': 1, 'tha': 1, 'bluff': 1, 'j.': 1, 'coles': 1, 'release': 1, 'title': 1, 'january': 1, 'film': 1, 'robbery': 1, 'atlanta': 1, 'deliver': 1, 'single': 1, 'continuous': 1, 'speak': 1, 'issue': 1, 'face': 1, 'united': 1, 'states': 1, 'include': 1, 'police': 1, 'brutality': 1, 'wealth': 1, 'inequality': 1, 'racism': 1, 'ask': 1, 'fan': 1, 'idolize': 1, 'want': 1, 'regular': 1, 'person': 1, 'track': 1, 'likely': 1, 'response': 1, 'nonames': 1, 'criticism': 1, 'twitter': 1, 'capitalism': 1, 'celebrity': 1, 'culture': 1, 'thing': 1, 'rap': 1, 'artwork': 1, 'display': 1, 'beginning': 1, 'june': 1, 'indicate': 1, 'write': 1, 'protest': 1, 'racial': 1, 'injustice': 1, 'hometown': 1, 'fayetteville': 1, 'nc': 1}"
984,"{'tommy': 2, 'lee': 2, 'tyla': 2, 'life': 2, 'song': 2, 'tour': 2, 'yaweh': 1, 'recruit': 1, 'close': 1, 'friend': 1, 'post': 1, 'malone': 1, 'sing': 1, 'modern': 1, 'hip': 1, 'hop': 1, 'beat': 1, 'melodic': 1, 'flow': 1, 'talk': 1, 'live': 1, 'joy': 1, 'fear': 1, 'hope': 1, 'good': 1, 'title': 1, 'reference': 1, 'musician': 1, 'famous': 1, 'drummer': 1, 'american': 1, 'rock': 1, 'band': 1, 'mötley': 1, 'crüe': 1, 'methods': 1, 'mayhem': 1, 'mark': 1, 'collaboration': 1, 'open': 1, 'posts': 1, 'runaway': 1, 'september': 1, 'december': 1, 'suppose': 1, 'end': 1, 'july': 1, 'cut': 1, 'short': 1, 'covid-19': 1, 'pandemic': 1, 'time': 1, 'release': 1}"
985,{}
986,"{'second': 2, 'single': 2, 'sister': 2, 'duo': 2, 'chloe': 2, 'fun': 2, 'style': 2, 'music': 2, 'new': 2, 'halles': 1, 'studio': 1, 'album': 1, 'ungodly': 1, 'hour': 1, 'track': 1, 'upbeat': 1, 'sound': 1, 'maintain': 1, 'cool': 1, 'r&b': 1, 'influence': 1, 'breakdown': 1, 'lighthearted': 1, 'message': 1, 'listener': 1, 'enjoy': 1, 'friend': 1, 'overall': 1, 'look': 1, 'song': 1, 'art': 1, 'video': 1, 'aesthetic': 1, 'halle': 1, 'evolve': 1, 'explore': 1, 'way': 1, 'express': 1, 'artistry': 1, 'create': 1, 'tiktok': 1, 'dance': 1, 'challenge': 1, 'fan': 1, 'world': 1, 'participate': 1}"
987,{}
988,{}
989,"{'need': 2, 'new': 1, 'york': 1, 'rapper': 1, 'j.is': 1, 'breakthrough': 1, 'single': 1, 'bouncy': 1, 'upbeat': 1, 'instrumental': 1, 'j.i.': 1, 'eye': 1, 'set': 1, 'girlwho': 1, 'date': 1, 'ex': 1, 'wrong': 1, 'know': 1, 's': 1, 'official': 1, 'stress': 1, 'bitch': 1, 'tell': 1, 'phone': 1}"
990,"{'black': 3, 'parade': 2, 'celebrate': 2, 'release': 2, 'business': 2, 'fund': 2, 'song': 1, 'blackness': 1, 'final': 1, 'hour': 1, 'juneteenth': 1, 'old': 1, 'commemoration': 1, 'end': 1, 'slavery': 1, 'united': 1, 'states': 1, 'track': 1, 'beyoncé': 1, 'sing': 1, 'heritage': 1, 'hometown': 1, 'womanhood': 1, 'complexion': 1, 'talk': 1, 'return': 1, 'african': 1, 'root': 1, 'accord': 1, 'official': 1, 'website': 1, 'proceed': 1, 'beygood': 1, 'impact': 1, 'administer': 1, 'national': 1, 'urban': 1, 'league': 1, 'support': 1, 'small': 1, 'need': 1, 'beyoncés': 1, 'second': 1, 'feature': 1, 'megan': 1, 'thee': 1, 'stallions': 1, 'savage': 1, 'remix': 1, 'april': 1}"
991,"{'track': 6, 'drop': 3, 'boogie': 2, 'love': 2, 'expand': 2, 'music': 2, 'tease': 2, 'delete': 2, 'june': 2, 'deluxe': 2, 'bleed': 1, 'wit': 1, 'da': 1, 'hoodie': 1, 'rap': 1, 'value': 1, 'materialistic': 1, 'thing': 1, 'usual': 1, 'reference': 1, 'amiri': 1, 'expensive': 1, 'brand': 1, 'lack': 1, 'girl': 1, 'tribute': 1, 'late': 1, 'pop': 1, 'smoke': 1, 'idea': 1, 'apple': 1, 'message': 1, 'april': 1, 'snippet': 1, 'instagram': 1, 'small': 1, 'section': 1, 'announce': 1, '12th': 1, 'lead': 1, 'single': 1, 'edition': 1, 'artist': 1, 'delay': 1, '16th': 1, 'video': 1, 'release': 1, 'day': 1}"
992,"{'breland': 4, 'pen': 2, 'point': 2, 'guard': 2, 'song': 2, 'music': 2, 'troy': 2, 'trey': 2, 'coach': 2, 'artist': 2, 'craft': 2, 'know': 1, 'new': 1, 'jersey': 1, 'bear': 1, 'begin': 1, 'write': 1, 'teenager': 1, 'inspire': 1, 'diverse': 1, 'sound': 1, 'gospel': 1, 'r&b': 1, 'country': 1, 'beatles': 1, 'rascal': 1, 'flatts': 1, 'prince': 1, 'great': 1, 'influence': 1, 'stevie': 1, 'wonder': 1, 'attend': 1, 'georgetown': 1, 'university': 1, 'knock': 1, 'industry': 1, 'door': 1, 'possible': 1, 'send': 1, 'inquiry': 1, 'catch': 1, 'ear': 1, 'multi': 1, 'platinum': 1, 'producer': 1, 'songwriter': 1, 'taylor': 1, 'songz': 1, 'k.': 1, 'michelle': 1, 'tyrese': 1, 'mentor': 1, 'young': 1, 'art': 1, 'songwriting': 1, 'graduation': 1, 'atlanta': 1, 'continue': 1, 'work': 1, 'hold': 1, 'day': 1, 'job': 1, 'launch': 1, 'bud': 1, 'business': 1, 'vocal': 1, 'year': 1, 'long': 1, 'tireless': 1, 'grind': 1, 'yield': 1, 'string': 1, 'high': 1, 'profile': 1, 'placement': 1, 'armon': 1, 'ann': 1, 'marie': 1, 'contribute': 1, 'cut': 1, 'yk': 1, 'osiriss': 1, 'debut': 1, 'golden': 1, 'child': 1, 'addition': 1, 'let': 1, 'pick': 1, 'elhaes': 1, 'trouble': 1, 'paradise': 1, 'turn': 1, 'live': 1, 'nickname': 1, 'truck': 1, 'rewrite': 1, 'rulebook': 1, 'scratch': 1, 'solo': 1, 'vision': 1, 'limitless': 1, 'clear': 1, 'subscribe': 1, 'rule': 1, 'ill': 1, 'like': 1, 'try': 1, 'innovate': 1, 'm': 1, 'fan': 1, 'spend': 1, 'time': 1, 'study': 1, 'order': 1, 'create': 1, 'different': 1, 'fuse': 1, 'lot': 1, 'separate': 1, 'style': 1, 'want': 1, 'place': 1, 'cutting': 1, 'edge': 1}"
993,{}
994,{}
995,"{'bang': 3, 'ajr': 3, 'february': 3, 'single': 1, 'american': 1, 'pop': 1, 'band': 1, 'speculate': 1, 'neotheater': 1, 'deluxe': 1, 'edition': 1, 'set': 1, 'release': 1, '12th': 1, 'follow': 1, 'month': 1, 'long': 1, 'hiatus': 1, 'social': 1, 'medium': 1, 'tease': 1, 'song': 1, 'community': 1, 'text': 1, 'messaging': 1, 'service': 1, 'reveal': 1, 'image': 1, 'cover': 1, 'art': 1, '2nd': 1, 'announce': 1, '7th': 1, 'post': 1, 'second': 1, 'snippet': 1, 'instagram': 1, 'reverse': 1, 'audio': 1}"
996,"{'girl': 2, 'release': 2, 'megan': 2, 'sample': 2, 'eazy': 2, 'hood': 1, 'second': 1, 'single': 1, 'megans': 1, 'debut': 1, 'album': 1, 'good': 1, 'news': 1, 'announce': 1, 'social': 1, 'medium': 1, 'day': 1, 'song': 1, 'shape': 1, 'steady': 1, 'trap': 1, 'beat': 1, 'feature': 1, 'quintessential': 1, 'lyric': 1, 'hater': 1, 'lavish': 1, 'lifestyle': 1, 'approach': 1, 'man': 1, 'b.i.t.c.h': 1, 'come': 1, 'hip': 1, 'hop': 1, 'classic': 1, 'male': 1, 'case': 1, 'e': 1, 'flip': 1, 'version': 1, 'track': 1, 'existence': 1, 'reveal': 1, 'public': 1, 'es': 1, 'daughter': 1, 'clash': 1, 'reemarkable': 1, 'voice': 1, 'frustration': 1, 'clearance': 1, 'use': 1, 'father': 1, 'music': 1, 'artist': 1, 'ebie': 1, 'wright': 1, 'praise': 1, 'pay': 1, 'homage': 1, 'dad': 1, 'thee': 1, 'stallion': 1, 'address': 1, 'drama': 1}"
997,"{'song': 7, 'release': 4, 'blackpinks': 2, 'blackpink': 2, 'pre': 1, 'single': 1, 'studio': 1, 'album': 1, 'solo': 1, 'kill': 1, 'love': 1, 'april': 1, 'hip': 1, 'hop': 1, 'influence': 1, 'classic': 1, 'grand': 1, 'intense': 1, 'production': 1, 'feature': 1, 'explosive': 1, 'beat': 1, 'drop': 1, 'lyric': 1, 'girl': 1, 'wish': 1, 'soar': 1, 'high': 1, 'possible': 1, 'fly': 1, 'darkness': 1, 'incorporate': 1, 'styling': 1, 'member': 1, 'work': 1, 'stylist': 1, 'costume': 1, 'design': 1, 'team': 1, 'create': 1, 'impactful': 1, 'imagery': 1, 'accompany': 1, 'visual': 1, 'comeback': 1, 'tease': 1, 'yg': 1, 'entertainment': 1, 'week': 1, 'june': 1, 'teaser': 1, 'range': 1, 'poster': 1, 'concept': 1, 'video': 1, 'upload': 1, 'hype': 1}"
998,"{'kanye': 6, 'blood': 4, 'title': 4, 'wash': 3, 'wests': 3, 'album': 3, 'record': 3, 'june': 3, 'video': 3, 'single': 2, 'gods': 2, 'country': 2, 'christs': 2, 'version': 2, 'premiere': 2, 'song': 2, 'twitter': 2, 'music': 2, 'jafa': 2, 'new': 2, 'day': 2, 'serve': 1, 'lead': 1, 'upcoming': 1, 'studio': 1, 'point': 1, 'christian': 1, 'faithto': 1, 'infer': 1, 'acceptance': 1, 'jesus': 1, 'sacrifice': 1, 'bible': 1, 'talk': 1, 'cleansing': 1, 'power': 1, 'john': 1, 'debut': 1, 'instrumental': 1, 'opera': 1, 'nebuchadnezzar': 1, 'november': 1, 'mention': 1, 'april': 1, 'gq': 1, 'interview': 1, 'vision': 1, 'future': 1, 'refer': 1, 'describe': 1, 'hard': 1, 'drum': 1, 'yeezus': 1, 'like': 1, 'industrial': 1, 'horror': 1, 'noise': 1, 'demo': 1, 'leak': 1, 'validate': 1, 'post': 1, 'imply': 1, 'direct': 1, 'cinematographer': 1, 'arthur': 1, 'work': 1, 'forthcoming': 1, 'conversation': 1, 'michèle': 1, 'lamy': 1, 'know': 1, 'suppose': 1, 'announce': 1, 'confirm': 1, 'release': 1, 'official': 1, 'following': 1}"
999,"{'6lack': 1, 'lil': 1, 'baby': 1, 'team': 1, 'east': 1, 'meet': 1, 'west': 1, 'collaboration': 1, 'know': 1, 'rights': 1, 'rapper': 1, 'discuss': 1, 'ranking': 1, 'rap': 1, 'game': 1, 'boast': 1, 'wealth': 1, 'accumulate': 1, 'successful': 1, 'choose': 1, 'advice': 1}"
1000,"{'trevor': 3, 'selena': 2, 'jun': 2, 'daniel': 1, 'team': 1, 'gomez': 1, 'remix': 1, 'past': 1, 'life': 1, 'debut': 1, 'album': 1, 'nicotine': 1, '21st': 1, 'tease': 1, 'collaboration': 1, 'tag': 1, 'post': 1, 'social': 1, 'medium': 1, 'platform': 1, 'announce': 1, 'song': 1, 'release': 1, 'date': 1}"
1001,"{'song': 3, 'churchs': 2, 'eric': 1, 'stick': 1, 'country': 1, 'address': 1, 'number': 1, 'different': 1, 'real': 1, 'world': 1, 'issue': 1, 'include': 1, 'poverty': 1, 'violence': 1, 'city': 1, 'underpaid': 1, 'school': 1, 'teacher': 1, 'single': 1, 'new': 1, 'album': 1}"
1002,"{'feel': 2, 'life': 2, 'forth': 1, 'track': 1, 'ep': 1, 'prequel': 1, 'luke': 1, 'combs': 1, 'describe': 1, 'girl': 1, 'list': 1, 'thing': 1, 'happy': 1, 'joyful': 1, 'state': 1, 'feeling': 1, ""lovin'"": 1, 'woman': 1, 'snippet': 1, 'song': 1, 'release': 1, 'live': 1, 'studio': 1, 'session': 1, 'instagram': 1, 'post': 1, '29th': 1}"
1003,"{'rag': 1, 'riches': 1, 'speak': 1, 'journey': 1, 'fame': 1, 'rapper': 1, 'rod': 1, 'wave': 1, 'talk': 1, 'mud': 1, 'shout': 1, 'people': 1, 'know': 1, 'grow': 1}"
1004,{}
1005,"{'song': 4, 'night': 2, 'pop': 2, 'album': 2, 'want': 2, '3rd': 1, 'track': 1, 'late': 1, 'smokes': 1, 'shoot': 1, 'stars': 1, 'aim': 1, 'moon': 1, 'anticipate': 1, 'popularize': 1, 'tiktok': 1, 'dance': 1, 'surround': 1, 'mark': 1, 'collaboration': 1, 'lil': 1, 'baby': 1, 'dababy': 1, 'beat': 1, 'produce': 1, 'cashmoneyap': 1, 'mike': 1, 'dean': 1, 'trio': 1, 'talk': 1, 'nighttime': 1, 'activity': 1, 'act': 1, 'woman': 1, 'lavish': 1, 'lifestyle': 1, 'point': 1, 'rapper': 1, 'long': 1, 'term': 1, 'relationship': 1, 'companion': 1}"
1006,"{'woo': 4, 'pop': 2, 'lifestyle': 2, 'meet': 2, 'woos': 1, 'gang': 1, 'alliance': 1, 'bloods': 1, 'crips': 1, 'brooklyn': 1, 'new': 1, 'york': 1, 'smokes': 1, 'hometown': 1, 'late': 1, 'rapper': 1, 'popularize': 1, 'refrain': 1, 'transcend': 1, 'original': 1, 'meaning': 1, 'swagger': 1, 'luxury': 1, 'smoke': 1, 'refer': 1, 'braggadocios': 1, 'song': 1, 'woman': 1, 'want': 1, 'mixtape': 1}"
1007,"{'track': 2, 'wish': 2, 'feature': 2, 'got': 1, 'sample': 1, 'interpolate': 1, 'executive': 1, 'producer': 1, 'cent': 1, 'man': 1, 'death': 1, 'theme': 1, 'iconic': 1, 'include': 1, 'pop': 1, 'mercy': 1, 'attack': 1, 'song': 1, 'album': 1, 'trailer': 1, 'shoot': 1, 'stars': 1, 'aim': 1, 'moon': 1, 'june': 1, 'title': 1, 'confirm': 1, 'shazam': 1, 'verse': 1, 'pops': 1, 'power': 1, 'freestyle': 1, 'https://www.youtube.com/watch?v=x1yhynm540a': 1}"
1008,"{'smoke': 4, 'song': 3, 'aim': 2, 'moon': 2, 'track': 2, 'rapper': 2, 'travis': 2, 'titular': 1, 'posthumous': 1, 'record': 1, 'shoot': 1, 'stars': 1, 'powerful': 1, 'feature': 1, 'migos': 1, 'quavo': 1, 'brag': 1, 'status': 1, 'high': 1, 'aspiration': 1, 'music': 1, 'industry': 1, 'preview': 1, 'acquaintance': 1, 'scott': 1, 'post': 1, 'clip': 1, 'instagram': 1, 'story': 1, 'february': 1, 'day': 1, 'pass': 1, 'appear': 1, 'entirety': 1}"
1009,"{'pop': 4, 'street': 4, 'portray': 4, 'song': 3, 'smoke': 2, 'rap': 2, 'new': 2, 'york': 2, 'rainbow': 2, 'hair': 2, 'real': 2, 'people': 2, 'think': 2, 'nigga': 2, 'feel': 2, 's': 2, 'gangstas': 1, 'affirm': 1, 'authenticity': 1, 'deadly': 1, 'crew': 1, 'stay': 1, 'strapped': 1, 'case': 1, 'mess': 1, 'appear': 1, 'shot': 1, 'fellow': 1, 'rapper': 1, 'know': 1, 'color': 1, 'loud': 1, 'note': 1, 'intro': 1, 'august': 1, 'interview': 1, 'comment': 1, 'cred': 1, 'push': 1, 'thing': 1, 'niggas': 1, 'homie': 1, 'fuck': 1, 'shit': 1, 'try': 1, 'understand': 1, 'february': 1, 'jab': 1, 'social': 1, 'medium': 1, 'promote': 1, 'upcoming': 1, 'mixtape': 1, 'meet': 1, 'woo': 1, 'claim': 1, 'need': 1, 'sell': 1, 'record': 1, 'leak': 1, 'june': 1, 'day': 1, 'official': 1, 'release': 1}"
1010,"{'track': 3, 'bulldog': 2, 'pop': 2, 'produce': 2, 'fourth': 1, 'smokes': 1, 'posthumous': 1, 'debut': 1, 'album': 1, 'shoot': 1, 'stars': 1, 'aim': 1, 'moon': 1, 'charter': 1, 'arms': 1, 'shot': 1, 'traditional': 1, 'double': 1, 'action': 1, 'revolver': 1, 'available': 1, 'special': 1, '.357': 1, 'magnum': 1, 'cartridge': 1, 'rap': 1, 'hook': 1, 'song': 1, 'morabeats': 1, 'mobzbeatz': 1, 'know': 1, 'co': 1, 'gatti': 1, 'instrumental': 1, 'nito': 1, 'nbs': 1, 'lightwork': 1, 'freestyle': 1, 'nas': 1, 'blixkys': 1, 'cap': 1}"
1011,"{'r&b': 2, 'pop': 1, 'smoke': 1, 'posthumous': 1, 'version': 1, 'tamias': 1, 'hit': 1, 'peak': 1, 'billboard': 1, 'hot': 1, 'hip': 1, 'hop': 1, 'songs': 1}"
1012,"{'yea': 2, 'style': 2, 'ode': 1, 'violence': 1, 'drug': 1, 'car': 1, 'woman': 1, 'jewelry': 1, 'common': 1, 'subject': 1, 'pops': 1, 'music': 1, 'song': 1, 'feature': 1, 'pop': 1, 'introspective': 1, 'look': 1, 'opt': 1, 'sing': 1, 'manner': 1, 'reminiscent': 1, 'mentor': 1, 'cent': 1, 'usual': 1, 'rapping': 1, 'singing': 1, 'album': 1, 'track': 1, 'produce': 1, 'sephgotthewave': 1, 'hakz': 1, 'beats': 1, 'mark': 1, 'release': 1, 'collaboration': 1}"
1013,"{'track': 3, 'pop': 2, 'tjay': 2, 'mood': 1, 'swings': 1, 'smoke': 1, 'reunite': 1, 'bronx': 1, 'rapper': 1, 'lil': 1, 'turn': 1, 'drop': 1, 'reference': 1, 'woman': 1, 'expensive': 1, 'item': 1, 'boast': 1, 'lifestyle': 1, 'fame': 1, 'night': 1, 'october': 1, 'hit': 1, 'war': 1, 'feature': 1, 'pops': 1, 'mixtape': 1, 'meet': 1, 'woo': 1}"
1014,"{'love': 2, 'smoke': 2, 'know': 1, 'bout': 1, 'leak': 1, 'internet': 1, 'late': 1, 'february': 1, 'untimely': 1, 'passing': 1, 'american': 1, 'rapper': 1, 'pop': 1, 'share': 1, 'intimate': 1, 'heartfelt': 1, 'special': 1, 'woman': 1, 'come': 1, 'life': 1, 'track': 1}"
1015,"{'snitch': 1, 'eighth': 1, 'track': 1, 'pop': 1, 'smokes': 1, 'debut': 1, 'posthumous': 1, 'album': 1, 'shoot': 1, 'stars': 1, 'aim': 1, 'moon': 1, 'feature': 1, 'atlanta': 1, 'base': 1, 'rapper': 1, 'quavo': 1, 'future': 1, 'brag': 1, 'status': 1, 'wealth': 1, 'produce': 1, 'buddah': 1, 'bless': 1, 'sethinthekitchen': 1}"
1016,"{'bad': 1, 'bitch': 1, 'tokyo': 1, 'introductory': 1, 'track': 1, 'pop': 1, 'smokes': 1, 'posthumous': 1, 'debut': 1, 'album': 1, 'shoot': 1, 'stars': 1, 'aim': 1, 'moon': 1, 'describe': 1, 'encounter': 1, 'female': 1, 'money': 1, 'use': 1, 'mention': 1, 'court': 1, 'case': 1, 'trial': 1, 'place': 1, 'early': 1}"
1017,"{'track': 4, 'pop': 3, 'song': 3, 'rapper': 2, 'singer': 2, 'karol': 2, 'g.': 2, 'feature': 2, 'tyga': 2, 'enjoy': 1, 'deceased': 1, 'brooklyn': 1, 'smoke': 1, 'collaboration': 1, 'colombian': 1, 'artist': 1, 'nigerian': 1, 'burna': 1, 'version': 1, 'deluxe': 1, 'edition': 1, 'album': 1, 'snippet': 1, 'reveal': 1, 'footage': 1, 'studio': 1, 'session': 1, 'work': 1, 'engineer': 1, 'day': 1, 'shoot': 1, 'stars': 1, 'aim': 1, 'moons': 1, 'release': 1, 'collaborate': 1, 'west': 1, 'coast': 1, 'shit': 1, 'share': 1, 'instagram': 1, 'send': 1, 'express': 1, 'interest': 1, 'latin': 1, 'chick': 1, 'suggest': 1}"
1018,"{'creature': 2, 'pop': 2, 'leak': 2, 'june': 2, 'smoke': 1, 'swae': 1, 'lee': 1, 'team': 1, 'rap': 1, 'woman': 1, 'drip': 1, 'creepiness': 1, 'blend': 1, 'signature': 1, 'drill': 1, 'style': 1, 'production': 1, 'snippet': 1, 'track': 1, 'song': 1, 'release': 1, 'smokes': 1, 'posthumous': 1, 'album': 1, 'shoot': 1, 'stars': 1, 'aim': 1, 'moon': 1}"
